hcho_reading,current_date,next_date
0.00019698343957810148,2019-01-01,2019-01-02
0.00026255221719685945,2019-01-02,2019-01-03
9.852118897938794e-05,2019-01-03,2019-01-04
0.0002099320518114242,2019-01-04,2019-01-05
0.00017853372988929305,2019-01-05,2019-01-06
0.00010822967002356709,2019-01-06,2019-01-07
0.00039268292804773094,2019-01-07,2019-01-08
9.153156350685351e-05,2019-01-08,2019-01-09
0.00012059789928530154,2019-01-09,2019-01-10
0.00012977235629832586,2019-01-10,2019-01-11
0.00022391881668012785,2019-01-11,2019-01-12
0.00015694180941787597,2019-01-12,2019-01-13
,2019-01-13,2019-01-14
0.00013362919068626037,2019-01-14,2019-01-15
6.374417842690063e-05,2019-01-15,2019-01-16
0.00011810622508150202,2019-01-16,2019-01-17
0.00024725552224230375,2019-01-17,2019-01-18
3.667525352047757e-05,2019-01-18,2019-01-19
0.0004057500868150313,2019-01-19,2019-01-20
0.00016878562164797227,2019-01-20,2019-01-21
0.00038815493287396724,2019-01-21,2019-01-22
0.0003282922940445869,2019-01-22,2019-01-23
0.00021477981446919994,2019-01-23,2019-01-24
0.0002347245196410463,2019-01-24,2019-01-25
0.0002820915300341781,2019-01-25,2019-01-26
0.00025072634930884313,2019-01-26,2019-01-27
0.00019732884353144639,2019-01-27,2019-01-28
0.0002555121674807678,2019-01-28,2019-01-29
,2019-01-29,2019-01-30
0.00017136357360104896,2019-01-30,2019-01-31
0.00015238021190236035,2019-01-31,2019-02-01
0.0003537610010169976,2019-02-01,2019-02-02
0.00027557289956433526,2019-02-02,2019-02-03
0.000231884649807831,2019-02-03,2019-02-04
,2019-02-04,2019-02-05
0.0003618487680796534,2019-02-05,2019-02-06
0.00034306636315394306,2019-02-06,2019-02-07
0.0002123314538243048,2019-02-07,2019-02-08
0.0001679798012516793,2019-02-08,2019-02-09
0.000381605036888715,2019-02-09,2019-02-10
0.00026508191712748373,2019-02-10,2019-02-11
0.0001981789630254356,2019-02-11,2019-02-12
5.8587178500602015e-05,2019-02-12,2019-02-13
0.00025428059514763155,2019-02-13,2019-02-14
,2019-02-14,2019-02-15
0.0002239912172577585,2019-02-15,2019-02-16
0.00020914931598496443,2019-02-16,2019-02-17
0.0001262731392288914,2019-02-17,2019-02-18
0.00022551463184464676,2019-02-18,2019-02-19
0.00031807866985063325,2019-02-19,2019-02-20
0.0002720768387394868,2019-02-20,2019-02-21
0.0002230429464187653,2019-02-21,2019-02-22
0.0003148949841717713,2019-02-22,2019-02-23
0.0003274182238715349,2019-02-23,2019-02-24
0.00023629898517163697,2019-02-24,2019-02-25
0.00024246754293039564,2019-02-25,2019-02-26
0.00015645974892604218,2019-02-26,2019-02-27
0.00015420168428773197,2019-02-27,2019-02-28
0.00022700677098335732,2019-02-28,2019-03-01
,2019-03-01,2019-03-02
,2019-03-02,2019-03-03
0.00029341402764377007,2019-03-03,2019-03-04
0.00022223214977413986,2019-03-04,2019-03-05
0.00042598846930257366,2019-03-05,2019-03-06
0.00013585195849200602,2019-03-06,2019-03-07
0.00020238073036288453,2019-03-07,2019-03-08
0.00016442381643673925,2019-03-08,2019-03-09
,2019-03-09,2019-03-10
0.0002969609827467505,2019-03-10,2019-03-11
0.00024013090505699768,2019-03-11,2019-03-12
0.0002577451751777237,2019-03-12,2019-03-13
0.0002548286008604607,2019-03-13,2019-03-14
0.0003018449398759976,2019-03-14,2019-03-15
0.00017905427550157188,2019-03-15,2019-03-16
0.0003507194301071738,2019-03-16,2019-03-17
0.0002494769497451432,2019-03-17,2019-03-18
,2019-03-18,2019-03-19
0.00020745903350836688,2019-03-19,2019-03-20
0.0002559950022304003,2019-03-20,2019-03-21
,2019-03-21,2019-03-22
0.0002689655073385781,2019-03-22,2019-03-23
0.00014400555083803182,2019-03-23,2019-03-24
0.00022044583732254788,2019-03-24,2019-03-25
0.0003577663287879659,2019-03-25,2019-03-26
0.0002631266925609883,2019-03-26,2019-03-27
0.0003646052956171703,2019-03-27,2019-03-28
0.00039064522780917377,2019-03-28,2019-03-29
0.0002540006405394258,2019-03-29,2019-03-30
0.00022021868954248615,2019-03-30,2019-03-31
0.00011557746067544699,2019-03-31,2019-04-01
0.00012349321748669244,2019-04-01,2019-04-02
0.0002688230247372582,2019-04-02,2019-04-03
,2019-04-03,2019-04-04
0.00024014170630941398,2019-04-04,2019-04-05
0.00016940115779261132,2019-04-05,2019-04-06
0.00010304050274417024,2019-04-06,2019-04-07
0.0001799434891600914,2019-04-07,2019-04-08
0.0001938136388473303,2019-04-08,2019-04-09
0.0002005766244694444,2019-04-09,2019-04-10
0.00020450661303659292,2019-04-10,2019-04-11
0.0002787301089676465,2019-04-11,2019-04-12
0.0002500758492520154,2019-04-12,2019-04-13
0.000334870158729018,2019-04-13,2019-04-14
,2019-04-14,2019-04-15
,2019-04-15,2019-04-16
,2019-04-16,2019-04-17
,2019-04-17,2019-04-18
0.00019278190631266765,2019-04-18,2019-04-19
,2019-04-19,2019-04-20
0.0001442130580330848,2019-04-20,2019-04-21
0.00014541672849998114,2019-04-21,2019-04-22
0.00017112056955932386,2019-04-22,2019-04-23
0.00029322444064301727,2019-04-23,2019-04-24
